,category,text
24119,1,cannot process anything in my access
24120,1,cant link accounts because first 8 digits of acc num are the same
24121,2,dpmfetch tv pending
24122,1,zoo password reset
24123,3,customer want to switch from paper to email billing
24124,0,dpm
24125,0,dpmcustomer is seeking to get the st up box
24126,1,zoo password reset
24127,2,stuck dpm order NUM
24128,1,my access reset password
24129,1,my portal account login issue
24130,2,please push the order opom NUM
24131,1,unable login to zoo
24132,1,dpm password reset
24133,1,my access password reset
24134,2,total suage doesnt match
24135,2,unable to cancelled metv
24136,2,reloading of error files on ar loader
24137,1,wiki account permission
24138,1,my account switch bills
24139,2,sos unable to activate new prepaid sim card
24140,1,customer cant see all the payment history in my account
24141,2,unable to place an order in dpm
24142,1,unable login topup via hiaccount NUM
24143,0,customer not receive setup box
24144,2,error occurring when completing a prepaid activation
24145,2,wsg requests sent for sim replecmenets last week
24146,1,my access password
24147,2,mybill issuee
24148,2,unable to change to email billing
24149,1,my account customer is unable to login
24150,2,my accesssosone portal password reset
24151,1,my access password reset
24152,1,my access password reset
24153,4,fetch order stuck account NUM
24154,1,zoo password reset
24155,0,dpm not updating correctly
24156,1,issue in my account
24157,1,unable to login to my account
24158,2,unable to view any usage details
24159,6,migs patching request
24160,1,my access password reset
24161,1,issue in my account
24162,1,unable to login to zoo
24163,1,yes pass password reset
24164,1,user is unable to access yes pass
24165,1,email not being received for customers my account
24166,1,my account unable to check dashboard
24167,2,app payment issue
24168,1,my account issue
24169,2,msta eappt issue for NUM
24170,2,NUM error your keyword is not recognized
24171,2,error message sorry your cust acc num is not valid pls check
24172,6,unbale to receive email bills
24173,1,my account password reset
24174,1,my access request to reset the password
24175,2,unable to check usage in application
24176,1,eshop admin unable to block address at admin module singtelshopcom
24177,1,my access password reset
24178,2,unable to cancel tv service in dpm
24179,1,customer gets logout automatically in my account
24180,2,incorrect service number receive in the bill
24181,2,ob portal request to reset the password
24182,1,my access password reset
24183,4,mobf website slow and keep hanging NUM
24184,0,discrepancy between onepay pegasus posting txn date 112
24185,4,dpm order submitted action required
24186,1,request to reset password in
24187,2,fetch delivery query
24188,1,my access request to unlock the account
24189,2,unable to update email in my acc
24190,2,customer request from ebill to paper bill
24191,2,member services unknown error occured
24192,0,delete user hz device from osp
24193,2,dpm order cancellation need to check on pending orders
24194,2,dpmfetch box issue
24195,1,my account issue
24196,1,my access password reset
24197,2,unable to access yes central and personal hub
24198,2,dpm order got stuck from the system
24199,5,unlimited plan customer received exceeded data allowance notification
24200,2,fetch tv delivery issue
24201,1,my access password reset
24202,1,vignette unable to login
24203,1,user unable to use customer account menu
24204,1,my access
24205,2,business portal password reset
24206,2,change password for customer email address and it keep logout automatically 1
24207,1,my account unable to switch to paperbill
24208,5,personal hub password reset
24209,1,my access password reset
24210,1,password reset zoo
24211,1,zoo password reset
24212,2,cancel order due to no stock ppNUM NUM cck pop stn pos reject for
24213,2,stb order stuck in pending
24214,1,unable to view the details in my account
24215,1,zoo password reset
24216,1,unable to login to my access error is access denied
24217,2,my app issue
24218,3,unable to switch to email bill
24219,1,my access password reset
24220,5,please raise an it case with one portal team NUM
24221,2,dpm error
24222,1,zoo request to reset the password
24223,2,order got stuck in dpm
24224,1,jira login issue
24225,1,zoo password reset
24226,1,sos my access password reset
24227,1,no details of account in my app
24228,1,customer unable to login my account
24229,1,my app unable to login
24230,1,my account homezone
24231,1,mismatch detail of usage in my account
24232,1,my account unable to view usage
24233,1,my account cannot sign up for email billing
24234,6,customer not receiving the email billing
24235,1,unable to link my account
24236,1,my access password reset
24237,6,customer not receiving bill to correct email
24238,1,ebpp tm tasks reloading of error files on user loader
24239,1,request to reset my access password
24240,1,unable to view data usage in my account
24241,1,ebpp customer unable to log in to my account
24242,2,dpm fetch stuck
24243,3,process mobile share for singtel business eshop order no NUM mobilesha
24244,1,my account error when switching customer account to email billing
24245,2,gets error when recharging from wwwcomau
24246,4,nbi jolt connection restart required due to connection count on critical level
24247,1,bills not showing in my account
24248,2,service is unavailable please try again after 24 hours hmdNUM
24249,1,zoo password reset
24250,2,customer unable to check bills online
24251,2,dpm issue
24252,1,my account login issue
24253,4,ongoing data deduction after dial 360
24254,1,my access password reset
24255,0,esingpdpad failed
24256,1,my account issue
24257,2,sos order
24258,1,my account not showing usage
24259,2,moti unable to process online NUM
24260,1,my app unable to login
24261,2,dpm cancellation issue mark david nofoaluma NUM
24262,0,dpmnot received fetch stb ref NUM
24263,2,dpm unable to setup the set top box
24264,2,dpm error
24265,0,keeps redirected to registration page
24266,1,my access sos password reset
24267,1,my access
24268,1,data usage for my account
24269,2,unable to make recharge via credit card
24270,1,myaccount issue
24271,1,wiki password reset
24272,2,ebpp tm tasks acl loader loading issueerror
24273,0,re mt mobile service NUM
24274,1,ebpp tm tasks reloading of error files on user loader
24275,1,my account unable to display the usage in my account
24276,0,re feedback form tNUM
24277,1,my account issueNUM NUM
24278,1,zoo password reset
24279,4,direct debit cancel request
24280,5,tvm report NUM NUM
24281,2,epl issue
24282,2,mopm drop order check tina pritam kaur chua NUM
24283,1,request to change email address in my account
24284,2,dpm issue
24285,2,dpm unable to transfer tv
24286,1,password reset for my access
24287,1,cannot login to zoo
24288,1,my account showing ceased suspended services
24289,2,change product name
24290,0,receive repeated sms NUM
24291,2,ob portal password reset
24292,0,customer not receiving reply from NUM and 555
24293,1,my access password reset
24294,1,unabel to login not receive 4 digit pin for my app
24295,1,account NUM my account issue
24296,2,my app unable to change version
24297,4,the fetch tv delivery is delayed
24298,1,enquiry about zoo username
24299,6,customer bills are not being emailed
24300,2,user unable to login to phub using yes pass
24301,1,my access password reset
24302,1,my access password reset
24303,0,re ipnmcNUM
24304,1,my account issue
24305,1,delete biz eshop account angelynchannmccomsg under uen 96rfNUM
24306,1,my account password is already expired uid uNUM
24307,2,error occurring when completing a prepaid activation
24308,1,user unable to link account in my account
24309,2,error occurring when completing a prepaid activation
24310,1,usage details is not showing in my account
24311,2,stuck order in dpm
24312,2,issue on member services
24313,1,ebpp account
24314,1,my access
24315,2,dpm issue
24316,1,my account issue
24317,1,my account change of billing type
24318,1,my account issue it just loading without end
24319,0,guveraNUM meyer
24320,6,customer has not receive email bill for 3 months
24321,1,my access password reset
